;;;;;;;;;;;;;;;;;;;;;;;H;A;H;A;H;A
2010;6;Nov;23:00;USA;NBA ;2010/2011;Charlotte Hornets;Orlando Magic;CHA;ORL;15;23;A;U;;;88;91;A;U;3;179;;;3,75;1,32;3,7;1,29
2010;6;Nov;23:00;USA;NBA ;2010/2011;Washington Wizards;Cleveland Cavaliers;WAS;CLE;28;27;H;O;;;102;107;A;O;5;209;;;1,57;2,57;1,6;2,45
2010;6;Nov;02:30;USA;NBA ;2010/2011;Denver Nuggets;Los Angeles Clippers;DEN;LAC;24;28;A;O;;;111;104;H;O;7;215;;;1,13;6,83;1,12;6,5
2010;6;Nov;02:30;USA;NBA ;2010/2011;Golden State Warriors;Utah Jazz;GSW;UTA;17;16;H;U;;;85;78;H;U;7;163;;;2;1,91;2;1,83
2010;6;Nov;02:30;USA;NBA ;2010/2011;Los Angeles Lakers;Toronto Raptors;LAL;TOR;33;20;H;O;;;108;103;H;O;5;211;;;1,05;13;1,04;12,5
2010;6;Nov;02:00;USA;NBA ;2010/2011;Phoenix Suns;Memphis Grizzlies;PHX;MEM;20;35;A;O;99;99;123;118;H;O;5;241;;;1,47;2,9;1,43;2,9
2010;6;Nov;00:00;USA;NBA ;2010/2011;Boston Celtics;Chicago Bulls;BOS;CHI;19;23;A;U;96;96;110;105;H;O;5;215;;;1,26;4,34;1,26;4
2010;6;Nov;00:00;USA;NBA ;2010/2011;Minnesota Timberwolves;Atlanta Hawks;MIN;ATL;25;26;A;O;;;103;113;A;O;10;216;;;3,64;1,33;3,7;1,29
2010;6;Nov;00:00;USA;NBA ;2010/2011;New Orleans Pelicans;Miami Heat;NOP;MIA;29;17;H;U;;;96;93;H;U;3;189;;;3,18;1,41;3,25;1,36
2010;5;Nov;23:30;USA;NBA ;2010/2011;Detroit Pistons;Charlotte Hornets;DET;CHA;32;15;H;U;;;97;90;H;U;7;187;;;1,83;2,09;1,8;2,04
2010;5;Nov;23:30;USA;NBA ;2010/2011;New York Knicks;Washington Wizards;NYK;WAS;26;27;A;O;;;112;91;H;O;21;203;;;1,37;3,39;1,36;3,25
2010;5;Nov;23:00;USA;NBA ;2010/2011;Indiana Pacers;Milwaukee Bucks;IND;MIL;20;18;H;U;;;90;94;A;U;4;184;;;1,84;2,08;1,76;2,1
2010;5;Nov;23:00;USA;NBA ;2010/2011;Orlando Magic;Brooklyn Nets;ORL;BKN;20;18;H;U;;;105;90;H;U;15;195;;;1,03;20;1,03;15
2010;5;Nov;23:00;USA;NBA ;2010/2011;Philadelphia 76ers;Cleveland Cavaliers;PHI;CLE;20;34;A;O;;;116;123;A;O;7;239;;;1,45;2,97;1,43;2,9
2010;5;Nov;02:30;USA;NBA ;2010/2011;Portland Trail Blazers;Oklahoma City Thunder;POR;OKC;23;29;A;O;100;100;106;107;A;O;1;213;;;1,53;2,69;1,45;2,8
2010;5;Nov;00:00;USA;NBA ;2010/2011;Chicago Bulls;New York Knicks;CHI;NYK;30;34;A;O;;;112;120;A;O;8;232;;;1,35;3,52;1,33;3,4
2010;4;Nov;02:30;USA;NBA ;2010/2011;Golden State Warriors;Memphis Grizzlies;GSW;MEM;27;26;H;O;;;115;109;H;O;6;224;;;1,65;2,4;1,58;2,5
2010;4;Nov;02:30;USA;NBA ;2010/2011;Los Angeles Clippers;Oklahoma City Thunder;LAC;OKC;27;21;H;U;;;107;92;H;O;15;199;;;4,65;1,24;4,5;1,22
2010;4;Nov;02:30;USA;NBA ;2010/2011;Sacramento Kings;Los Angeles Lakers;SAC;LAL;33;35;A;O;;;100;112;A;O;12;212;;;3,05;1,43;2,9;1,43
2010;4;Nov;02:00;USA;NBA ;2010/2011;Phoenix Suns;San Antonio Spurs;PHX;SAS;22;23;A;U;;;110;112;A;O;2;222;;;2,06;1,85;2;1,83
2010;4;Nov;02:00;USA;NBA ;2010/2011;Denver Nuggets;Dallas Mavericks;DEN;DAL;27;23;H;U;;;101;102;A;O;1;203;;;1,58;2,54;1,58;2,5
2010;4;Nov;01:00;USA;NBA ;2010/2011;Utah Jazz;Toronto Raptors;UTA;TOR;41;22;H;O;;;125;108;H;O;17;233;;;1,14;6,34;1,13;6
2010;4;Nov;00:30;USA;NBA ;2010/2011;Houston Rockets;New Orleans Pelicans;HOU;NOP;28;28;D;O;;;99;107;A;O;8;206;;;1,5;2,8;1,47;2,75
2010;4;Nov;00:00;USA;NBA ;2010/2011;Boston Celtics;Milwaukee Bucks;BOS;MIL;25;16;H;U;91;91;105;102;H;O;3;207;;;1,27;4,26;1,26;4
2010;3;Nov;23:00;USA;NBA ;2010/2011;Atlanta Hawks;Detroit Pistons;ATL;DET;24;22;H;U;;;94;85;H;U;9;179;;;1,14;6,52;1,14;5,75
2010;3;Nov;23:00;USA;NBA ;2010/2011;Brooklyn Nets;Charlotte Hornets;BKN;CHA;19;23;A;U;;;83;85;A;U;2;168;;;1,91;2;1,74;2,15
2010;3;Nov;23:00;USA;NBA ;2010/2011;Orlando Magic;Minnesota Timberwolves;ORL;MIN;37;18;H;O;;;128;86;H;O;42;214;;;1,01;31;;
2010;3;Nov;23:00;USA;NBA ;2010/2011;Philadelphia 76ers;Indiana Pacers;PHI;IND;31;16;H;U;;;101;75;H;U;26;176;;;2,04;1,86;2,04;1,8
2010;3;Nov;02:30;USA;NBA ;2010/2011;Los Angeles Lakers;Memphis Grizzlies;LAL;MEM;34;23;H;O;;;124;105;H;O;19;229;;;1,23;4,76;1,2;4,75
2010;3;Nov;00:00;USA;NBA ;2010/2011;Milwaukee Bucks;Portland Trail Blazers;MIL;POR;27;21;H;U;;;76;90;A;U;14;166;;;1,67;2,35;1,64;2,35
2010;2;Nov;23:30;USA;NBA ;2010/2011;Detroit Pistons;Boston Celtics;DET;BOS;26;31;A;O;;;86;109;A;U;23;195;;;3,14;1,42;3,1;1,4
2010;2;Nov;23:30;USA;NBA ;2010/2011;Miami Heat;Minnesota Timberwolves;MIA;MIN;33;27;H;O;;;129;97;H;O;32;226;;;1,02;20;1,02;17
2010;2;Nov;23:00;USA;NBA ;2010/2011;Cleveland Cavaliers;Atlanta Hawks;CLE;ATL;27;40;A;O;;;88;100;A;U;12;188;;;2,31;1,69;2,54;1,57
2010;2;Nov;23:00;USA;NBA ;2010/2011;Washington Wizards;Philadelphia 76ers;WAS;PHI;27;28;A;O;106;106;116;115;H;O;1;231;;;1,61;2,47;1,5;2,7
2010;2;Nov;02:30;USA;NBA ;2010/2011;Los Angeles Clippers;San Antonio Spurs;LAC;SAS;26;26;D;O;;;88;97;A;U;9;185;;;3,73;1,32;3,65;1,3
2010;2;Nov;02:00;USA;NBA ;2010/2011;Sacramento Kings;Toronto Raptors;SAC;TOR;16;33;A;U;;;111;108;H;O;3;219;;;1,61;2,49;1,54;2,65
2010;2;Nov;00:00;USA;NBA ;2010/2011;Chicago Bulls;Portland Trail Blazers;CHI;POR;32;21;H;O;;;110;98;H;O;12;208;;;1,92;1,99;1,83;2
2010;1;Nov;01:30;USA;NBA ;2010/2011;Los Angeles Lakers;Golden State Warriors;LAL;GSW;34;14;H;U;;;107;83;H;U;24;190;;;1,15;6,09;1,14;5,75
2010;31;Oct;23:00;USA;NBA ;2010/2011;Oklahoma City Thunder;Utah Jazz;OKC;UTA;23;27;A;U;;;99;120;A;O;21;219;;;1,43;3,05;1,41;3
2010;31;Oct;19:30;USA;NBA ;2010/2011;Los Angeles Clippers;Dallas Mavericks;LAC;DAL;23;27;A;U;;;83;99;A;U;16;182;;;2,79;1,5;2,75;1,47
2010;31;Oct;17:00;USA;NBA ;2010/2011;Brooklyn Nets;Miami Heat;BKN;MIA;18;29;A;U;;;78;101;A;U;23;179;;;4,76;1,23;4,75;1,2
2010;31;Oct;00:30;USA;NBA ;2010/2011;Cleveland Cavaliers;Sacramento Kings;CLE;SAC;34;34;D;O;;;104;107;A;O;3;211;;;1,69;2,29;1,71;2,2
2010;31;Oct;00:30;USA;NBA ;2010/2011;Houston Rockets;Denver Nuggets;HOU;DEN;27;24;H;O;;;94;107;A;O;13;201;;;1,54;2,66;1,45;2,8
2010;31;Oct;00:30;USA;NBA ;2010/2011;Milwaukee Bucks;Charlotte Hornets;MIL;CHA;27;18;H;U;;;98;88;H;U;10;186;;;1,45;2,99;1,4;3,1
2010;31;Oct;00:30;USA;NBA ;2010/2011;New York Knicks;Portland Trail Blazers;NYK;POR;19;26;A;U;;;95;100;A;U;5;195;;;2,6;1,56;2,6;1,55
2010;31;Oct;00:30;USA;NBA ;2010/2011;San Antonio Spurs;New Orleans Pelicans;SAS;NOP;24;17;H;U;;;90;99;A;U;9;189;;;1,24;4,58;1,22;4,5
2010;31;Oct;00:00;USA;NBA ;2010/2011;Atlanta Hawks;Washington Wizards;ATL;WAS;18;27;A;U;;;99;95;H;U;4;194;;;1,18;5,65;1,15;5,5
2010;31;Oct;00:00;USA;NBA ;2010/2011;Chicago Bulls;Detroit Pistons;CHI;DET;21;24;A;U;;;101;91;H;U;10;192;;;1,17;5,98;1,15;5,5
2010;31;Oct;00:00;USA;NBA ;2010/2011;Indiana Pacers;Philadelphia 76ers;IND;PHI;21;26;A;U;;;99;86;H;U;13;185;;;1,51;2,75;1,54;2,65
2010;31;Oct;00:00;USA;NBA ;2010/2011;Memphis Grizzlies;Minnesota Timberwolves;MEM;MIN;34;19;H;O;;;109;89;H;U;20;198;;;1,23;4,76;1,23;4,25
2010;30;Oct;03:30;USA;NBA ;2010/2011;Golden State Warriors;Los Angeles Clippers;GSW;LAC;27;28;A;O;;;109;91;H;O;18;200;;;1,43;3,05;1,41;3
2010;30;Oct;03:30;USA;NBA ;2010/2011;Phoenix Suns;Los Angeles Lakers;PHX;LAL;27;28;A;O;;;106;114;A;O;8;220;;;2,66;1,54;2,8;1,45
2010;30;Oct;01:30;USA;NBA ;2010/2011;Dallas Mavericks;Memphis Grizzlies;DAL;MEM;29;24;H;O;;;90;91;A;U;1;181;;;1,13;6,83;1,12;6,5
2010;30;Oct;01:00;USA;NBA ;2010/2011;Detroit Pistons;Oklahoma City Thunder;DET;OKC;21;26;A;U;;;104;105;A;O;1;209;;;3,1;1,43;3,2;1,37
2010;30;Oct;01:00;USA;NBA ;2010/2011;Miami Heat;Orlando Magic;MIA;ORL;24;24;D;U;;;96;70;H;U;26;166;;;1,77;2,18;1,66;2,29
2010;30;Oct;01:00;USA;NBA ;2010/2011;Minnesota Timberwolves;Milwaukee Bucks;MIN;MIL;27;28;A;O;;;96;85;H;U;11;181;;;2,62;1,56;2,54;1,57
2010;30;Oct;01:00;USA;NBA ;2010/2011;New Orleans Pelicans;Denver Nuggets;NOP;DEN;27;25;H;O;;;101;95;H;U;6;196;;;1,95;1,95;2;1,83
2010;30;Oct;00:30;USA;NBA ;2010/2011;Boston Celtics;New York Knicks;BOS;NYK;27;20;H;U;;;105;101;H;O;4;206;;;1,21;5;1,2;4,75
2010;30;Oct;00:00;USA;NBA ;2010/2011;Brooklyn Nets;Sacramento Kings;BKN;SAC;29;21;H;U;;;106;100;H;O;6;206;;;1,81;2,11;1,71;2,2
2010;30;Oct;00:00;USA;NBA ;2010/2011;Charlotte Hornets;Indiana Pacers;CHA;IND;31;27;H;O;;;101;104;A;O;3;205;;;1,46;2,94;1,43;2,9
2010;30;Oct;00:00;USA;NBA ;2010/2011;Philadelphia 76ers;Atlanta Hawks;PHI;ATL;30;33;A;O;;;101;104;A;O;3;205;;;2,44;1,63;2,45;1,6
2010;30;Oct;00:00;USA;NBA ;2010/2011;Toronto Raptors;Cleveland Cavaliers;TOR;CLE;24;20;H;U;;;101;81;H;U;20;182;;;1,74;2,22;1,62;2,4
2010;29;Oct;03:30;USA;NBA ;2010/2011;Utah Jazz;Phoenix Suns;UTA;PHX;22;27;A;U;;;94;110;A;O;16;204;;;1,4;3,21;1,33;3,4
2010;29;Oct;01:00;USA;NBA ;2010/2011;Orlando Magic;Washington Wizards;ORL;WAS;29;15;H;U;;;112;83;H;U;29;195;;;1,05;13;1,04;13
2010;28;Oct;03:30;USA;NBA ;2010/2011;Golden State Warriors;Houston Rockets;GSW;HOU;34;31;H;O;;;132;128;H;O;4;260;;;1,47;2,93;1,54;2,65
2010;28;Oct;03:30;USA;NBA ;2010/2011;Los Angeles Clippers;Portland Trail Blazers;LAC;POR;23;31;A;O;;;88;98;A;U;10;186;;;2,16;1,78;2,25;1,68
2010;28;Oct;02:00;USA;NBA ;2010/2011;Denver Nuggets;Utah Jazz;DEN;UTA;29;20;H;U;;;110;88;H;U;22;198;;;1,56;2,59;1,57;2,54
2010;28;Oct;01:30;USA;NBA ;2010/2011;Dallas Mavericks;Charlotte Hornets;DAL;CHA;25;21;H;U;;;101;86;H;U;15;187;;;1,34;3,56;1,31;3,6
2010;28;Oct;01:30;USA;NBA ;2010/2011;San Antonio Spurs;Indiana Pacers;SAS;IND;37;31;H;O;;;122;109;H;O;13;231;;;1,21;5,04;1,2;4,75
2010;28;Oct;01:00;USA;NBA ;2010/2011;Minnesota Timberwolves;Sacramento Kings;MIN;SAC;23;27;A;U;;;116;117;A;O;1;233;;;1,58;2,54;1,57;2,54
2010;28;Oct;01:00;USA;NBA ;2010/2011;New Orleans Pelicans;Milwaukee Bucks;NOP;MIL;29;30;A;O;;;95;91;H;U;4;186;;;1,67;2,36;1,62;2,4
2010;28;Oct;01:00;USA;NBA ;2010/2011;Oklahoma City Thunder;Chicago Bulls;OKC;CHI;30;25;H;O;;;106;95;H;O;11;201;;;1,44;3,01;1,35;3,3
2010;28;Oct;01:00;USA;NBA ;2010/2011;Memphis Grizzlies;Atlanta Hawks;MEM;ATL;22;30;A;O;;;104;119;A;O;15;223;;;1,56;2,62;1,64;2,35
2010;28;Oct;00:00;USA;NBA ;2010/2011;Brooklyn Nets;Detroit Pistons;BKN;DET;20;20;D;U;;;101;98;H;O;3;199;;;1,61;2,49;1,57;2,54
2010;28;Oct;00:00;USA;NBA ;2010/2011;Cleveland Cavaliers;Boston Celtics;CLE;BOS;21;23;A;U;;;95;87;H;U;8;182;;;2,44;1,63;2,6;1,55
2010;28;Oct;00:00;USA;NBA ;2010/2011;Philadelphia 76ers;Miami Heat;PHI;MIA;15;18;A;U;;;87;97;A;U;10;184;;;3,73;1,32;4;1,26
2010;28;Oct;00:00;USA;NBA ;2010/2011;Toronto Raptors;New York Knicks;TOR;NYK;22;29;A;O;;;93;98;A;U;5;191;;;1,75;2,2;1,8;2,04
2010;27;Oct;03:30;USA;NBA ;2010/2011;Los Angeles Lakers;Houston Rockets;LAL;HOU;26;33;A;O;;;112;110;H;O;2;222;;;1,29;4,05;1,31;3,6
2010;27;Oct;03:00;USA;NBA ;2010/2011;Portland Trail Blazers;Phoenix Suns;POR;PHX;28;26;H;O;;;106;92;H;U;14;198;;;1,36;3,48;1,3;3,65
2010;27;Oct;00:30;USA;NBA ;2010/2011;Boston Celtics;Miami Heat;BOS;MIA;16;9;H;U;;;88;80;H;U;8;168;;;1,94;1,96;1,86;1,95
2010;23;Oct;03:00;USA;NBA ;2010/2011;Los Angeles Lakers;Golden State Warriors;LAL;GSW;20;32;A;O;98;98;105;102;H;O;3;207;;;1,32;3,73;;
2010;23;Oct;03:00;USA;NBA ;2010/2011;Phoenix Suns;Denver Nuggets;PHX;DEN;25;29;A;O;;;106;144;A;O;38;250;;;1,38;3,33;;
2010;23;Oct;02:00;USA;NBA ;2010/2011;Utah Jazz;Sacramento Kings;UTA;SAC;25;23;H;U;;;82;71;H;U;11;153;;;1,3;3,95;;
2010;23;Oct;01:30;USA;NBA ;2010/2011;Dallas Mavericks;Houston Rockets;DAL;HOU;20;26;A;U;;;97;96;H;U;1;193;;;1,42;3,13;;
2010;23;Oct;01:30;USA;NBA ;2010/2011;Milwaukee Bucks;Minnesota Timberwolves;MIL;MIN;29;22;H;O;107;107;118;119;A;O;1;237;;;1,48;2,87;;
2010;23;Oct;01:00;USA;NBA ;2010/2011;Chicago Bulls;Indiana Pacers;CHI;IND;32;17;H;U;;;102;74;H;U;28;176;;;1,27;4,26;;
2010;23;Oct;00:30;USA;NBA ;2010/2011;Detroit Pistons;Memphis Grizzlies;DET;MEM;29;24;H;O;;;103;106;A;O;3;209;;;2,25;1,72;;
2010;23;Oct;00:00;USA;NBA ;2010/2011;Charlotte Hornets;Atlanta Hawks;CHA;ATL;26;24;H;U;;;99;66;H;U;33;165;;;1,38;3,33;;
2010;23;Oct;00:00;USA;NBA ;2010/2011;Toronto Raptors;New York Knicks;TOR;NYK;27;26;H;O;;;108;103;H;O;5;211;;;1,86;2,04;;
2010;22;Oct;03:00;USA;NBA ;2010/2011;Los Angeles Lakers;Golden State Warriors;LAL;GSW;30;25;H;O;;;120;99;H;O;21;219;;;1,42;3,13;;
2010;22;Oct;03:00;USA;NBA ;2010/2011;Portland Trail Blazers;Denver Nuggets;POR;DEN;20;22;A;U;;;90;83;H;U;7;173;;;1,6;2,5;;
2010;22;Oct;01:30;USA;NBA ;2010/2011;San Antonio Spurs;Houston Rockets;SAS;HOU;19;28;A;U;;;111;103;H;O;8;214;;;1,39;3,28;;
2010;22;Oct;01:00;USA;NBA ;2010/2011;Atlanta Hawks;Miami Heat;ATL;MIA;28;25;H;O;;;98;89;H;U;9;187;;;4,42;1,25;;
2010;22;Oct;01:00;USA;NBA ;2010/2011;Oklahoma City Thunder;New Orleans Pelicans;OKC;NOP;</p;;H;#VALUE!;;;101;86;H;U;15;187;;;1,28;4,09;;
2010;22;Oct;00:00;USA;NBA ;2010/2011;Cleveland Cavaliers;Milwaukee Bucks;CLE;MIL;20;16;H;U;;;83;77;H;U;6;160;;;1,61;2,47;;
2010;21;Oct;00:30;USA;NBA ;2010/2011;Boston Celtics;Brooklyn Nets;BOS;BKN;15;27;A;U;;;107;92;H;O;15;199;;;1,26;4,3;;
2010;21;Oct;00:00;USA;NBA ;2010/2011;Orlando Magic;Dallas Mavericks;ORL;DAL;31;21;H;O;;;101;76;H;U;25;177;;;1,29;4,03;;
2010;21;Oct;00:00;USA;NBA ;2010/2011;Philadelphia 76ers;New York Knicks;PHI;NYK;28;22;H;U;;;118;91;H;O;27;209;;;1,45;2,99;;
2010;21;Oct;00:00;USA;NBA ;2010/2011;Toronto Raptors;Chicago Bulls;TOR;CHI;22;27;A;U;;;103;110;A;O;7;213;;;1,46;2,96;;
2010;20;Oct;16:00;USA;NBA ;2010/2011;Charlotte Hornets;New Orleans Pelicans;CHA;NOP;26;31;A;O;89;89;105;98;H;O;7;203;;;1,49;2,83;;
2010;20;Oct;03:30;USA;NBA ;2010/2011;Los Angeles Clippers;Sacramento Kings;LAC;SAC;34;22;H;O;;;94;96;A;U;2;190;;;1,84;2,08;;
2010;20;Oct;03:00;USA;NBA ;2010/2011;Los Angeles Lakers;Utah Jazz;LAL;UTA;14;24;A;U;;;74;82;A;U;8;156;;;1,57;2,59;;
2010;20;Oct;03:00;USA;NBA ;2010/2011;Phoenix Suns;Golden State Warriors;PHX;GSW;21;19;H;U;;;92;87;H;U;5;179;;;1,48;2,87;;
2010;20;Oct;11:00;USA;NBA ;2010/2011;Denver Nuggets;Oklahoma City Thunder;DEN;OKC;35;35;D;O;;;130;115;H;O;15;245;;;1,58;2,54;;
2010;20;Oct;01:00;USA;NBA ;2010/2011;Minnesota Timberwolves;Indiana Pacers;MIN;IND;35;26;H;O;115;115;124;128;A;O;4;252;;;1,42;3,11;;
2010;20;Oct;00:30;USA;NBA ;2010/2011;New York Knicks;Brooklyn Nets;NYK;BKN;24;26;A;U;;;117;111;H;O;6;228;;;1,5;2,8;;
2010;20;Oct;00:00;USA;NBA ;2010/2011;Cleveland Cavaliers;Philadelphia 76ers;CLE;PHI;28;29;A;O;;;111;95;H;O;16;206;;;1,87;2,04;;
2010;20;Oct;00:00;USA;NBA ;2010/2011;Detroit Pistons;Washington Wizards;DET;WAS;26;27;A;O;;;98;92;H;U;6;190;;;1,65;2,39;;
2010;19;Oct;06:30;USA;NBA ;2010/2011;Golden State Warriors;Portland Trail Blazers;GSW;POR;18;20;A;U;;;100;78;H;U;22;178;;;1,52;2,73;;
2010;19;Oct;01:30;USA;NBA ;2010/2011;San Antonio Spurs;Oklahoma City Thunder;SAS;OKC;29;28;H;O;;;102;111;A;O;9;213;;;1,6;2,52;;
2010;19;Oct;01:00;USA;NBA ;2010/2011;Memphis Grizzlies;New Orleans Pelicans;MEM;NOP;22;24;A;U;;;96;91;H;U;5;187;;;1,52;2,73;;
2010;19;Oct;00:30;USA;NBA ;2010/2011;Miami Heat;Charlotte Hornets;MIA;CHA;28;27;H;O;;;96;102;A;U;6;198;;;1,14;6,46;;
2010;19;Oct;00:00;USA;NBA ;2010/2011;Atlanta Hawks;Orlando Magic;ATL;ORL;14;21;A;U;;;73;102;A;U;29;175;;;2,73;1,52;;
2010;18;Oct;04:30;USA;NBA ;2010/2011;Los Angeles Lakers;Utah Jazz;LAL;UTA;20;22;A;U;;;94;99;A;U;5;193;;;1,4;3,22;;
2010;18;Oct;01:00;USA;NBA ;2010/2011;Minnesota Timberwolves;Milwaukee Bucks;MIN;MIL;30;34;A;O;;;114;109;H;O;5;223;;;1,75;2,2;;
2010;18;Oct;00:30;USA;NBA ;2010/2011;Denver Nuggets;Los Angeles Clippers;DEN;LAC;23;29;A;O;;;108;104;H;O;4;212;;;1,69;2,29;;
2010;17;Oct;23:00;USA;NBA ;2010/2011;New York Knicks;Washington Wizards;NYK;WAS;22;25;A;U;;;92;90;H;U;2;182;;;1,6;2,52;;
2010;17;Oct;18:00;USA;NBA ;2010/2011;Toronto Raptors;Phoenix Suns;TOR;PHX;22;33;A;O;;;121;100;H;O;21;221;;;2,47;1,61;;
2010;17;Oct;03:30;USA;NBA ;2010/2011;Los Angeles Lakers;Denver Nuggets;LAL;DEN;32;28;H;O;;;102;95;H;U;7;197;;;1,4;3,25;;
2010;17;Oct;03:00;USA;NBA ;2010/2011;Portland Trail Blazers;Golden State Warriors;POR;GSW;34;29;H;O;;;118;105;H;O;13;223;;;1,41;3,16;;
2010;17;Oct;02:00;USA;NBA ;2010/2011;Memphis Grizzlies;Milwaukee Bucks;MEM;MIL;25;24;H;U;;;91;77;H;U;14;168;;;1,43;3,06;;
2010;17;Oct;00:30;USA;NBA ;2010/2011;New Orleans Pelicans;Atlanta Hawks;NOP;ATL;20;18;H;U;;;74;84;A;U;10;158;;;1,53;2,69;;
2010;17;Oct;00:30;USA;NBA ;2010/2011;Boston Celtics;New York Knicks;BOS;NYK;29;30;A;O;;;97;84;H;U;13;181;;;1,25;4,46;;
2010;17;Oct;00:30;USA;NBA ;2010/2011;Los Angeles Clippers;Utah Jazz;LAC;UTA;27;23;H;U;;;91;103;A;U;12;194;;;2,6;1,56;;
2010;17;Oct;00:00;USA;NBA ;2010/2011;Orlando Magic;Chicago Bulls;ORL;CHI;22;10;H;U;;;105;67;H;U;38;172;;;1,26;4,34;;
2010;16;Oct;23:30;USA;NBA ;2010/2011;Charlotte Hornets;Detroit Pistons;CHA;DET;23;15;H;U;;;97;94;H;U;3;191;;;1,61;2,48;;
2010;16;Oct;14:30;USA;NBA ;2010/2011;Brooklyn Nets;Houston Rockets;BKN;HOU;20;26;A;U;;;85;95;A;U;10;180;;;3,22;1,4;;
2010;16;Oct;01:00;USA;NBA ;2010/2011;Chicago Bulls;Dallas Mavericks;CHI;DAL;38;27;H;O;97;97;105;109;A;O;4;214;;;1,7;2,29;;
2010;16;Oct;00:30;USA;NBA ;2010/2011;Minnesota Timberwolves;Detroit Pistons;MIN;DET;20;29;A;U;;;99;88;H;U;11;187;;;1,88;2,02;;
2010;16;Oct;00:00;USA;NBA ;2010/2011;Indiana Pacers;New Orleans Pelicans;IND;NOP;30;23;H;O;;;101;98;H;O;3;199;;;1,85;2,06;;
2010;16;Oct;00:00;USA;NBA ;2010/2011;Toronto Raptors;Boston Celtics;TOR;BOS;20;29;A;U;;;112;117;A;O;5;229;;;2,64;1,55;;
2010;15;Oct;03:30;USA;NBA ;2010/2011;Los Angeles Clippers;Denver Nuggets;LAC;DEN;32;32;D;O;;;95;100;A;U;5;195;;;3,02;1,44;;
2010;15;Oct;02:00;USA;NBA ;2010/2011;Utah Jazz;Phoenix Suns;UTA;PHX;31;27;H;O;;;108;97;H;O;11;205;;;1,4;3,24;;
2010;15;Oct;00:30;USA;NBA ;2010/2011;Cleveland Cavaliers;San Antonio Spurs;CLE;SAS;23;21;H;U;;;106;80;H;U;26;186;;;2,99;1,45;;
2010;15;Oct;00:30;USA;NBA ;2010/2011;Orlando Magic;Charlotte Hornets;ORL;CHA;24;18;H;U;;;86;73;H;U;13;159;;;1,28;4,16;;
2010;15;Oct;00:00;USA;NBA ;2010/2011;Washington Wizards;Milwaukee Bucks;WAS;MIL;22;28;A;U;;;88;96;A;U;8;184;;;1,37;3,41;;
2010;14;Oct;01:00;USA;NBA ;2010/2011;New Orleans Pelicans;Miami Heat;NOP;MIA;27;16;H;U;;;90;76;H;U;14;166;;;2,38;1,65;;
2010;14;Oct;00:00;USA;NBA ;2010/2011;Detroit Pistons;Dallas Mavericks;DET;DAL;25;24;H;U;;;96;101;A;U;5;197;;;2,59;1,56;;
2010;14;Oct;00:00;USA;NBA ;2010/2011;Indiana Pacers;Minnesota Timberwolves;IND;MIN;23;25;A;U;;;98;86;H;U;12;184;;;1,45;2,97;;
2010;14;Oct;00:00;USA;NBA ;2010/2011;Toronto Raptors;Philadelphia 76ers;TOR;PHI;24;19;H;U;96;96;119;116;H;O;3;235;;;1,42;3,12;;
2010;13;Oct;13:00;USA;NBA ;2010/2011;Houston Rockets;Brooklyn Nets;HOU;BKN;33;23;H;O;;;91;81;H;U;10;172;;;1,36;3,43;;
2010;13;Oct;03:00;USA;NBA ;2010/2011;Phoenix Suns;Utah Jazz;PHX;UTA;31;25;H;O;;;100;105;A;O;5;205;;;1,43;3,1;;
2010;13;Oct;03:00;USA;NBA ;2010/2011;Sacramento Kings;Golden State Warriors;SAC;GSW;29;30;A;O;;;116;97;H;O;19;213;;;1,57;2,58;;
2010;13;Oct;02:30;USA;NBA ;2010/2011;Los Angeles Clippers;San Antonio Spurs;LAC;SAS;28;21;H;U;;;99;100;A;O;1;199;;;2,31;1,69;;
2010;13;Oct;01:00;USA;NBA ;2010/2011;Chicago Bulls;Toronto Raptors;CHI;TOR;32;23;H;O;;;109;90;H;O;19;199;;;1,49;2,84;;
2010;13;Oct;01:00;USA;NBA ;2010/2011;Oklahoma City Thunder;Memphis Grizzlies;OKC;MEM;22;35;A;O;;;96;116;A;O;20;212;;;1,64;2,42;;
2010;13;Oct;00:00;USA;NBA ;2010/2011;Philadelphia 76ers;Boston Celtics;PHI;BOS;25;21;H;U;;;103;92;H;U;11;195;;;2,75;1,51;;
2010;13;Oct;00:00;USA;NBA ;2010/2011;Washington Wizards;Atlanta Hawks;WAS;ATL;28;26;H;O;;;107;92;H;O;15;199;;;1,56;2,62;;
2010;12;Oct;03:00;USA;NBA ;2010/2011;Portland Trail Blazers;Utah Jazz;POR;UTA;23;27;A;U;;;100;109;A;O;9;209;;;1,5;2,8;;
2010;12;Oct;01:30;USA;NBA ;2010/2011;Dallas Mavericks;Cleveland Cavaliers;DAL;CLE;25;28;A;O;;;79;85;A;U;6;164;;;1,21;5,08;;
2010;12;Oct;00:30;USA;NBA ;2010/2011;Detroit Pistons;Atlanta Hawks;DET;ATL;30;20;H;U;;;94;85;H;U;9;179;;;1,85;2,06;;
2010;11;Oct;03:00;USA;NBA ;2010/2011;Golden State Warriors;Sacramento Kings;GSW;SAC;26;25;H;O;;;95;86;H;U;9;181;;;1,4;3,22;;
2010;11;Oct;00:00;USA;NBA ;2010/2011;Houston Rockets;Cleveland Cavaliers;HOU;CLE;23;19;H;U;;;93;99;A;U;6;192;;;1,5;2,8;;
